Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
2269,,,130,130,3,0.502538,0.511199,0.000199,0.013871,0.013871,4,0.000211,0,0.027549,231,0.702408
2287,,,146,146,3,0.505382,0.514237,0.000247,0.015815,0.015815,4,0.000233,0,0.031176,330,0.800651
2332,,,143,143,3,0.504822,0.513651,0.00024,0.015423,0.015423,0,0.000229,0,0.028169,286,0.780823
2344,,,152,152,3,0.50527,0.514603,0.000271,0.016323,0.016323,3,0.000241,0,0.031196,358,0.826476
2380,,,142,142,3,0.504598,0.513431,0.000238,0.015264,0.015264,0,0.000227,0,0.028668,287,0.772894
2419,,,144,144,3,0.504822,0.513724,0.000239,0.015615,0.015615,1,0.00023,0,0.030206,311,0.790523
2431,,,143,143,3,0.504878,0.513688,0.000241,0.015332,0.015332,1,0.000229,0,0.02876,292,0.776355
2443,,,138,138,3,0.504096,0.512809,0.000217,0.015,0.015,0,0.000222,0,0.030255,286,0.7593
2631,,,147,147,3,0.505214,0.5142,0.000251,0.015889,0.015889,0,0.000234,0,0.031591,339,0.804437
2644,,,129,129,3,0.50276,0.511272,0.000193,0.013946,0.013946,2,0.000209,0,0.028585,236,0.706077
2663,,,128,128,3,0.50077,0.509881,0.000191,0.013702,0.013702,6,0.000208,0,0.029528,240,0.693837
2674,,,149,149,3,0.505888,0.514786,0.000256,0.016163,0.016163,0,0.000237,0,0.031108,343,0.818233
2680,,,157,157,3,0.506394,0.5157,0.000281,0.017025,0.017025,2,0.000248,0,0.034134,418,0.861786
2748,,,133,133,3,0.503817,0.51226,0.000199,0.01457,0.01457,2,0.000215,0,0.032126,282,0.737419
2787,,,137,137,3,0.503371,0.51226,0.000222,0.014686,0.014686,0,0.000221,0,0.028875,269,0.743615
2796,,,137,137,3,0.503204,0.51215,0.000221,0.014704,0.014704,6,0.000221,0,0.029519,275,0.74453
2872,,,141,141,3,0.504766,0.513468,0.000231,0.015232,0.015232,4,0.000226,0,0.028267,279,0.7712
2889,,,134,134,3,0.503204,0.511931,0.000212,0.014392,0.014392,4,0.000216,0,0.030187,269,0.728697
2898,,,140,140,3,0.504207,0.513029,0.000228,0.015049,0.015049,6,0.000225,0,0.032477,316,0.76197
2976,,,128,128,3,0.501873,0.510613,0.000187,0.013885,0.013885,0,0.000208,0,0.030389,247,0.702975
2985,,,143,143,3,0.504487,0.513431,0.000235,0.015435,0.015435,0,0.000229,0,0.029351,298,0.781498
3000,,,147,147,3,0.505775,0.514566,0.000252,0.015878,0.015878,3,0.000234,0,0.031032,333,0.803888
3099,,,146,146,3,0.50527,0.514163,0.000244,0.015884,0.015884,1,0.000232,0,0.029665,314,0.804141
3121,,,133,133,3,0.502649,0.511492,0.000202,0.01441,0.01441,0,0.000215,0,0.029506,259,0.729548
3128,,,126,126,3,0.501431,0.510174,0.000184,0.013533,0.013533,6,0.000205,0,0.031365,247,0.685251
3129,,,144,144,3,0.505102,0.513907,0.000235,0.015754,0.015754,0,0.00023,0,0.0304,313,0.79743
3164,,,157,157,3,0.50724,0.516249,0.000279,0.017216,0.017216,3,0.000247,0,0.030867,378,0.871289
3231,,,126,126,3,0.501984,0.51054,0.000179,0.013793,0.013793,3,0.000205,0,0.030349,239,0.698205
3257,,,147,147,3,0.505382,0.51431,0.000253,0.015782,0.015782,0,0.000234,0,0.029075,312,0.799107
3306,,,149,149,3,0.505551,0.514566,0.000261,0.016018,0.016018,0,0.000237,0,0.031834,351,0.811001
3345,,,156,156,3,0.506056,0.515408,0.000283,0.016871,0.016871,3,0.000246,0,0.030025,363,0.854089
3398,,,128,128,3,0.502483,0.511016,0.000192,0.013785,0.013785,0,0.000208,0,0.026698,217,0.698051
3400,,,131,131,3,0.501542,0.510613,0.000203,0.014005,0.014005,4,0.000212,0,0.028773,245,0.709208
3411,,,149,149,3,0.505607,0.514603,0.000262,0.015955,0.015955,0,0.000237,0,0.029204,322,0.807889
3466,,,127,127,3,0.502372,0.51087,0.000191,0.013691,0.013691,4,0.000207,0,0.030746,246,0.693201
3503,,,127,127,3,0.50276,0.511126,0.00019,0.013636,0.013636,0,0.000207,0,0.028871,231,0.690436
3567,,,141,141,3,0.504487,0.513285,0.000224,0.015441,0.015441,2,0.000225,0,0.027761,274,0.78164
3588,,,153,153,3,0.505551,0.514859,0.000273,0.016541,0.016541,1,0.000242,0,0.028466,331,0.837395
3590,,,147,147,3,0.505214,0.5142,0.000253,0.01584,0.01584,0,0.000234,0,0.031311,336,0.801935
3617,,,147,147,3,0.50499,0.514054,0.000243,0.016097,0.016097,6,0.000234,0,0.030566,328,0.81473
3678,,,114,114,3,0.498741,0.507503,0.000147,0.012409,0.012409,2,0.000189,0,0.031051,200,0.628262
3701,,,129,129,3,0.501929,0.510723,0.000191,0.013931,0.013931,0,0.000209,0,0.029918,247,0.705337
3712,,,144,144,3,0.505158,0.513944,0.000244,0.015454,0.015454,0,0.00023,0,0.028069,289,0.782567
3734,,,126,126,3,0.502649,0.510979,0.00018,0.013764,0.013764,4,0.000205,0,0.031365,247,0.69674
3741,,,130,130,3,0.50276,0.511345,0.000195,0.014028,0.014028,0,0.000211,0,0.030173,253,0.710294
3756,,,144,144,3,0.505438,0.514127,0.000241,0.015556,0.015556,0,0.00023,0,0.029138,300,0.787586
3763,,,155,155,3,0.506619,0.5157,0.00029,0.016463,0.016463,4,0.000246,0,0.031085,371,0.833734
3828,,,136,136,3,0.50365,0.51237,0.000211,0.014796,0.014796,2,0.000219,0,0.032789,301,0.749084
3845,,,155,155,3,0.50645,0.515591,0.000282,0.016661,0.016661,4,0.000245,0,0.02899,346,0.843563
3890,,,143,143,3,0.50499,0.513761,0.00024,0.015391,0.015391,0,0.000229,0,0.029252,297,0.779291
4033,,,118,118,3,0.5,0.508637,0.000164,0.012715,0.012715,0,0.000194,0,0.029408,203,0.643809
4042,,,138,138,3,0.504487,0.513065,0.000221,0.014869,0.014869,0,0.000222,0,0.030255,286,0.752902
4061,,,135,135,3,0.502871,0.511785,0.000206,0.014677,0.014677,0,0.000217,0,0.030072,272,0.742997
4085,,,151,151,3,0.505944,0.514969,0.000265,0.016331,0.016331,0,0.000239,0,0.02649,300,0.826798
4200,,,135,135,3,0.503038,0.511894,0.000206,0.01469,0.01469,1,0.000217,0,0.030956,280,0.743629
4203,,,149,149,3,0.505438,0.514493,0.00025,0.01628,0.01628,0,0.000236,0,0.030292,334,0.824041
4214,,,162,162,3,0.506958,0.516432,0.000297,0.017726,0.017726,6,0.000254,0,0.027989,365,0.897205
4233,,,147,147,3,0.505214,0.5142,0.000259,0.015585,0.015585,0,0.000235,0,0.02805,301,0.789315
4244,,,127,127,3,0.501597,0.510357,0.000183,0.013793,0.013793,6,0.000207,0,0.028871,231,0.698288
4271,,,136,136,3,0.50276,0.511785,0.00021,0.014778,0.014779,0,0.000219,0,0.032135,295,0.748085
4362,,,125,125,3,0.501487,0.510138,0.00018,0.013548,0.013548,1,0.000204,0,0.028516,221,0.685928
4367,,,146,146,3,0.50527,0.514163,0.00025,0.015684,0.015684,6,0.000233,0,0.028342,300,0.794079
4417,,,150,150,3,0.505438,0.514566,0.00026,0.016235,0.016235,4,0.000238,0,0.031141,348,0.821928
4420,,,128,128,3,0.500715,0.509845,0.000186,0.013912,0.013912,1,0.000208,0,0.03248,264,0.704356
4441,,,146,146,3,0.505495,0.51431,0.000248,0.015747,0.015747,1,0.000233,0,0.027208,288,0.797218
4471,,,146,146,3,0.505495,0.51431,0.000247,0.015768,0.015768,3,0.000233,0,0.032877,348,0.798365
4500,,,144,144,3,0.504431,0.513468,0.000243,0.015421,0.015421,0,0.00023,0,0.027778,286,0.780824
4553,,,127,127,3,0.501155,0.510064,0.000184,0.013773,0.013773,4,0.000207,0,0.029871,239,0.697323
1,,,134,134,3,0.503149,0.511894,0.00021,0.01437,0.01437,1,0.000216,0,0.029177,260,0.72764
25,,,143,143,3,0.504542,0.513468,0.000238,0.015384,0.015384,4,0.000229,0,0.03073,312,0.778914
31,,,145,145,3,0.505326,0.514127,0.000241,0.015748,0.015748,4,0.000231,0,0.029789,311,0.797237
57,,,127,127,3,0.502594,0.511016,0.000184,0.013722,0.013722,1,0.000207,0,0.032871,263,0.694809
113,,,126,126,3,0.502649,0.510979,0.000182,0.013713,0.013713,4,0.000205,0,0.028444,224,0.694226
122,,,126,126,3,0.500605,0.509625,0.000184,0.013576,0.013576,0,0.000205,0,0.02781,219,0.687394
123,,,137,137,3,0.503594,0.512407,0.000219,0.014797,0.014797,4,0.00022,0,0.027909,260,0.749177
133,,,139,139,3,0.504151,0.512919,0.000227,0.014955,0.014955,0,0.000223,0,0.02836,272,0.757228
259,,,120,120,3,0.498468,0.507759,0.000165,0.012949,0.012949,0,0.000197,0,0.028291,202,0.655582
282,,,136,136,3,0.503316,0.51215,0.000214,0.01471,0.01471,6,0.000219,0,0.027996,257,0.744686
393,,,119,119,3,0.49989,0.508637,0.000164,0.012806,0.012806,4,0.000196,0,0.027916,196,0.648489
399,,,165,165,3,0.507183,0.516798,0.000319,0.017812,0.017812,0,0.000259,0,0.028086,380,0.901677
410,,,108,108,3,0.496511,0.505563,0.000133,0.011683,0.011683,1,0.000181,0,0.032191,186,0.591594
424,,,115,115,3,0.498468,0.507393,0.000155,0.012317,0.012317,4,0.00019,0,0.028528,187,0.623715
432,,,137,137,3,0.503149,0.512114,0.000215,0.014866,0.014866,3,0.00022,0,0.029197,272,0.752588
469,,,154,154,3,0.506394,0.515481,0.000274,0.016697,0.016697,3,0.000243,0,0.0292,344,0.845315
572,,,140,140,3,0.504207,0.513029,0.000228,0.015114,0.015114,0,0.000225,0,0.03073,299,0.765293
594,,,130,130,3,0.50326,0.511675,0.000197,0.013998,0.013998,0,0.000211,0,0.02743,230,0.708822
613,,,136,136,3,0.503538,0.512297,0.000209,0.014904,0.014904,2,0.000219,0,0.034967,321,0.754454
622,,,128,128,3,0.502816,0.511236,0.000184,0.013971,0.013971,2,0.000208,0,0.031742,258,0.707194
659,,,135,135,3,0.503705,0.512333,0.000205,0.014769,0.014769,1,0.000217,0,0.030514,276,0.747598
670,,,152,152,3,0.506,0.515078,0.000266,0.016567,0.016567,1,0.000241,0,0.029888,343,0.838633
711,,,122,122,3,0.50044,0.509223,0.00017,0.013205,0.013205,0,0.0002,0,0.031568,233,0.668593
749,,,146,146,3,0.505326,0.5142,0.000247,0.015741,0.015741,6,0.000233,0,0.02872,304,0.796948
793,,,145,145,3,0.504934,0.513871,0.000248,0.015533,0.015533,4,0.000232,0,0.026628,278,0.786539
848,,,134,134,3,0.503093,0.511858,0.000208,0.014505,0.014505,6,0.000216,0,0.031534,281,0.734382
867,,,142,142,3,0.504766,0.513541,0.000229,0.015564,0.015564,0,0.000227,0,0.031365,314,0.787812
871,,,117,117,3,0.498741,0.507722,0.000154,0.012833,0.012833,2,0.000193,0,0.032714,222,0.649632
886,,,140,140,3,0.504096,0.512956,0.000228,0.01508,0.01508,2,0.000225,0,0.029702,289,0.763563
900,,,130,130,3,0.502427,0.511126,0.000194,0.014034,0.014034,1,0.000211,0,0.030769,258,0.710542
921,,,148,148,3,0.504542,0.513834,0.000255,0.015938,0.015938,1,0.000235,0,0.028314,308,0.807004
1010,,,133,133,3,0.502538,0.511419,0.000207,0.014302,0.014302,1,0.000215,0,0.030303,266,0.724147
1014,,,146,146,3,0.505046,0.514017,0.000248,0.01574,0.01574,1,0.000233,0,0.032026,339,0.79697
1025,,,152,152,3,0.506507,0.515408,0.000267,0.016429,0.016429,2,0.000241,0,0.028756,330,0.831708
1045,,,138,138,3,0.504319,0.512956,0.000216,0.015096,0.015096,1,0.000221,0,0.027293,258,0.764107
1112,,,149,149,3,0.506,0.514859,0.000255,0.016219,0.016219,6,0.000237,0,0.029476,325,0.82104
1182,,,127,127,3,0.502649,0.511053,0.000185,0.013811,0.013811,3,0.000206,0,0.029871,239,0.699203
1184,,,136,136,3,0.503705,0.512407,0.000212,0.014822,0.014822,1,0.000219,0,0.029194,268,0.75031
1232,,,132,132,3,0.501487,0.51065,0.000204,0.014153,0.014153,0,0.000214,0,0.026833,232,0.716659
1326,,,149,149,3,0.505888,0.514786,0.00025,0.016366,0.016366,2,0.000236,0,0.031108,343,0.828331
1344,,,132,132,3,0.502816,0.511528,0.000201,0.014283,0.014283,2,0.000213,0,0.032038,277,0.72316
1401,,,128,128,3,0.501597,0.51043,0.00019,0.013806,0.013806,4,0.000208,0,0.027682,225,0.699043
1466,,,153,153,3,0.50645,0.515444,0.000268,0.016594,0.016594,0,0.000242,0,0.029756,346,0.840039
1519,,,139,139,3,0.503371,0.512407,0.000222,0.015067,0.015067,0,0.000223,0,0.027422,263,0.762794
1525,,,123,123,3,0.500935,0.509625,0.000176,0.013289,0.013289,1,0.000201,0,0.031321,235,0.672816
1528,,,138,138,3,0.504263,0.512919,0.000222,0.014932,0.014932,1,0.000222,0,0.031313,296,0.756026
1544,,,137,137,3,0.503594,0.512407,0.000217,0.014777,0.014777,6,0.00022,0,0.030271,282,0.748189
1568,,,127,127,3,0.502372,0.51087,0.000186,0.013758,0.013758,4,0.000207,0,0.033621,269,0.696539
1617,,,141,141,3,0.503984,0.512956,0.000232,0.015247,0.015247,1,0.000226,0,0.02847,281,0.771898
1669,,,138,138,3,0.505102,0.513468,0.000218,0.01504,0.01504,1,0.000221,0,0.030572,289,0.76132
1677,,,140,140,3,0.503817,0.512773,0.000228,0.015089,0.015089,0,0.000225,0,0.032477,316,0.764032
1718,,,140,140,3,0.504542,0.513248,0.000225,0.015222,0.015222,3,0.000224,0,0.030113,293,0.770613
1765,,,128,128,3,0.501818,0.510577,0.000194,0.013707,0.013707,4,0.000208,0,0.028051,228,0.6941
1781,,,137,137,3,0.504207,0.512809,0.000217,0.01486,0.01486,1,0.00022,0,0.033276,310,0.752297
1787,,,138,138,3,0.504654,0.513175,0.000218,0.01499,0.01499,6,0.000222,0,0.029832,282,0.758908
1806,,,157,157,3,0.506788,0.515957,0.000288,0.016911,0.016911,6,0.000248,0,0.032174,394,0.856213
1856,,,133,133,3,0.503483,0.512041,0.000201,0.014492,0.014492,3,0.000215,0,0.030645,269,0.733627
1864,,,124,124,3,0.500165,0.509186,0.000179,0.013365,0.013365,0,0.000203,0,0.032783,250,0.676675
1880,,,131,131,3,0.503093,0.511638,0.000202,0.014152,0.014152,1,0.000212,0,0.031709,270,0.716538
1896,,,134,134,3,0.502871,0.511711,0.000211,0.014383,0.014383,0,0.000216,0,0.029739,265,0.728255
1913,,,144,144,3,0.505326,0.514054,0.000242,0.015533,0.015533,0,0.00023,0,0.028361,292,0.786464
1944,,,129,129,3,0.502816,0.511309,0.000191,0.013992,0.013992,1,0.000209,0,0.026647,220,0.708397
2044,,,134,134,3,0.503761,0.512297,0.000204,0.014637,0.014637,2,0.000216,0,0.030749,274,0.740925
2066,,,139,139,3,0.504654,0.513248,0.000222,0.015204,0.015204,1,0.000223,0,0.028881,277,0.769586
2092,,,139,139,3,0.504542,0.513175,0.00022,0.015074,0.015074,1,0.000223,0,0.032635,313,0.763187
2107,,,125,125,3,0.50088,0.509735,0.000181,0.01352,0.01352,6,0.000204,0,0.027613,214,0.684484
2125,,,153,153,3,0.506225,0.515298,0.00027,0.016531,0.016531,4,0.000242,0,0.029928,348,0.836962
2134,,,112,112,3,0.498249,0.507027,0.000141,0.012237,0.012237,2,0.000186,0,0.028314,176,0.619534
2136,,,135,135,3,0.503594,0.51226,0.000208,0.014662,0.014662,1,0.000217,0,0.031509,285,0.742305
2174,,,145,145,3,0.506225,0.514712,0.000241,0.015801,0.015801,2,0.000231,0,0.031801,332,0.799872
2233,,,147,147,3,0.505551,0.51442,0.000252,0.015905,0.015905,2,0.000234,0,0.028329,304,0.805287
2253,,,167,167,3,0.507919,0.517421,0.000324,0.018079,0.018079,2,0.000261,0,0.030012,416,0.915158
2312,,,136,136,3,0.503705,0.512407,0.000216,0.01468,0.01468,5,0.000219,0,0.029412,270,0.743232
2383,,,132,132,3,0.502649,0.511419,0.000194,0.014454,0.014454,2,0.000213,0,0.028568,247,0.731679
2404,,,145,145,3,0.505046,0.513944,0.000247,0.015566,0.015566,1,0.000231,0,0.028736,300,0.7881
2444,,,145,145,3,0.504878,0.513834,0.000245,0.015654,0.015654,3,0.000231,0,0.026916,281,0.792644
2502,,,126,126,3,0.502538,0.510906,0.00018,0.013721,0.013721,1,0.000205,0,0.030857,243,0.694709
2585,,,126,126,3,0.501818,0.51043,0.000186,0.013465,0.013465,1,0.000206,0,0.033016,260,0.681899
2591,,,121,121,3,0.500715,0.509332,0.00017,0.013028,0.013028,6,0.000199,0,0.033333,242,0.659626
2646,,,127,127,3,0.501431,0.510247,0.000185,0.013727,0.013727,1,0.000207,0,0.027372,219,0.695012
2659,,,123,123,3,0.500825,0.509552,0.000171,0.013427,0.013427,1,0.000201,0,0.030255,227,0.679713
2724,,,133,133,3,0.50365,0.51215,0.000203,0.01451,0.01451,6,0.000215,0,0.027113,238,0.734565
2725,,,143,143,3,0.505158,0.513871,0.000239,0.015426,0.015426,0,0.000229,0,0.029154,296,0.780973
2766,,,139,139,3,0.50404,0.512846,0.000221,0.015086,0.015086,3,0.000223,0,0.028986,278,0.763741
2789,,,125,125,3,0.50088,0.509735,0.00018,0.013575,0.013575,0,0.000204,0,0.029677,230,0.687301
2823,,,140,140,3,0.504654,0.513322,0.000224,0.015265,0.015265,2,0.000224,0,0.028366,276,0.772742
2863,,,142,142,3,0.50471,0.513505,0.000233,0.0154,0.0154,1,0.000227,0,0.033863,339,0.779641
2892,,,151,151,3,0.505831,0.514895,0.00027,0.016215,0.016215,4,0.00024,0,0.029051,329,0.821033
2933,,,132,132,3,0.503371,0.511894,0.000204,0.014182,0.014182,1,0.000214,0,0.030072,260,0.718129
2961,,,156,156,3,0.506732,0.515847,0.000286,0.016762,0.016762,2,0.000247,0,0.029363,355,0.848664
2965,,,138,138,3,0.502927,0.512041,0.000219,0.014893,0.014893,2,0.000222,0,0.029197,276,0.754011
3169,,,122,122,3,0.500605,0.509332,0.000168,0.013288,0.013288,4,0.0002,0,0.027639,204,0.672686
3176,,,127,127,3,0.502594,0.511016,0.000183,0.013804,0.013804,0,0.000206,0,0.026372,211,0.698892
3246,,,153,153,3,0.505831,0.515042,0.000269,0.016615,0.016615,1,0.000242,0,0.02881,335,0.841072
3451,,,139,139,3,0.504598,0.513212,0.000226,0.015003,0.015003,4,0.000223,0,0.029194,280,0.759634
3456,,,144,144,3,0.50471,0.513651,0.00024,0.015516,0.015516,6,0.00023,0,0.029526,304,0.785513
3506,,,118,118,3,0.499945,0.5086,0.000162,0.012728,0.012728,1,0.000194,0,0.029263,202,0.644506
3544,,,122,122,3,0.50033,0.509149,0.000172,0.013131,0.013131,6,0.0002,0,0.029671,219,0.664953
3545,,,131,131,3,0.502594,0.511309,0.000194,0.014305,0.014305,3,0.000212,0,0.030652,261,0.724121
3546,,,132,132,3,0.502538,0.511345,0.000197,0.014393,0.014393,4,0.000213,0,0.029031,251,0.728609
3558,,,140,140,3,0.504151,0.512992,0.000229,0.015138,0.015138,0,0.000224,0,0.029908,291,0.76643
3574,,,135,135,3,0.50471,0.512992,0.000205,0.014817,0.014817,3,0.000217,0,0.028856,261,0.749985
3597,,,133,133,3,0.503149,0.511821,0.000202,0.014487,0.014487,1,0.000215,0,0.033037,290,0.733417
3746,,,145,145,3,0.504151,0.513358,0.000244,0.015628,0.015628,1,0.000231,0,0.029981,313,0.791216
3749,,,148,148,3,0.50527,0.51431,0.000254,0.016003,0.016003,3,0.000235,0,0.032175,350,0.810199
3768,,,146,146,3,0.504934,0.513944,0.000248,0.015733,0.015733,3,0.000233,0,0.030137,319,0.796585
3917,,,144,144,3,0.505944,0.514456,0.00024,0.01562,0.01562,4,0.00023,0,0.028555,294,0.790794
3929,,,144,144,3,0.504431,0.513468,0.000238,0.015612,0.015612,1,0.00023,0,0.028458,293,0.79039
3949,,,133,133,3,0.502816,0.511602,0.000205,0.014348,0.014348,1,0.000215,0,0.030759,270,0.726453
3958,,,127,127,3,0.501873,0.51054,0.000189,0.013583,0.013583,4,0.000207,0,0.029621,237,0.6878
