Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
287,,,247,247,2,0.513937,0.527119,0.000243,0.016167,0.016167,5,0.000235,0,0.048583,1476,0.893625
309,,,217,217,2,0.512203,0.523825,0.000189,0.014126,0.014126,1,0.000211,0,0.04796,1124,0.780878
369,,,215,215,2,0.512088,0.523606,0.000186,0.013965,0.013965,0,0.000209,0,0.051858,1193,0.772042
374,,,227,227,2,0.51278,0.524923,0.000209,0.014723,0.014723,2,0.000219,0,0.050563,1297,0.813933
402,,,229,229,2,0.512896,0.525143,0.000214,0.014784,0.014784,0,0.000221,0,0.049491,1292,0.817344
429,,,224,224,3,0.512549,0.524557,0.000202,0.014581,0.014581,7,0.000217,0,0.048326,1207,0.806043
455,,,232,232,2,0.513069,0.525472,0.000218,0.015042,0.015042,8,0.000223,0,0.050306,1348,0.831574
475,,,227,227,2,0.51278,0.524923,0.000211,0.014643,0.014643,5,0.000219,0,0.049082,1259,0.809538
518,,,241,241,2,0.51359,0.52646,0.000231,0.015749,0.015749,5,0.000231,0,0.050104,1449,0.870551
532,,,211,211,2,0.511858,0.523166,0.000179,0.01372,0.01372,1,0.000206,0,0.04974,1102,0.758469
544,,,219,219,2,0.512319,0.524045,0.000192,0.014255,0.014255,8,0.000213,0,0.049516,1182,0.788013
570,,,216,216,2,0.512146,0.523715,0.000188,0.014043,0.014043,0,0.00021,0,0.048837,1134,0.776326
630,,,221,221,2,0.512434,0.524264,0.000196,0.014379,0.014379,8,0.000214,0,0.047923,1165,0.794907
632,,,205,205,2,0.511513,0.522508,0.000168,0.013382,0.013382,1,0.000201,0,0.049211,1029,0.739747
647,,,240,240,2,0.513532,0.52635,0.00023,0.015634,0.015634,8,0.00023,0,0.051046,1464,0.864205
656,,,226,226,2,0.512722,0.524813,0.000208,0.014663,0.014663,0,0.000219,0,0.046529,1183,0.810637
835,,,251,251,2,0.51417,0.527558,0.000251,0.016375,0.016375,2,0.000239,0,0.049466,1552,0.905135
842,,,216,216,2,0.512146,0.523715,0.000187,0.014071,0.014071,1,0.00021,0,0.050991,1184,0.777857
891,,,238,238,2,0.513416,0.526131,0.000229,0.015435,0.015435,7,0.000228,0,0.050066,1412,0.85329
928,,,219,219,2,0.512319,0.524045,0.000195,0.014152,0.014152,6,0.000213,0,0.048636,1161,0.782429
930,,,225,225,2,0.512665,0.524704,0.000205,0.014587,0.014587,6,0.000218,0,0.049921,1258,0.806447
977,,,210,210,2,0.5118,0.523057,0.000179,0.013632,0.013632,0,0.000205,0,0.048667,1068,0.753638
983,,,237,237,2,0.513358,0.526021,0.000228,0.015353,0.015353,0,0.000228,0,0.048809,1365,0.848779
1007,,,255,255,2,0.514402,0.527997,0.000264,0.016552,0.016552,0,0.000242,0,0.047954,1553,0.914964
1010,,,215,215,2,0.512088,0.523606,0.000189,0.013882,0.013882,7,0.00021,0,0.047511,1093,0.76751
1015,,,207,207,2,0.511628,0.522727,0.000172,0.013482,0.013482,8,0.000203,0,0.048028,1024,0.745308
1028,,,225,225,2,0.512665,0.524704,0.000204,0.014638,0.014638,8,0.000218,0,0.05004,1261,0.80919
1041,,,248,248,2,0.513995,0.527229,0.000249,0.016063,0.016063,0,0.000237,0,0.048583,1488,0.888001
1057,,,217,217,2,0.512203,0.523825,0.000189,0.014143,0.014143,6,0.000211,0,0.048814,1144,0.781836
1071,,,238,238,3,0.513358,0.526094,0.00023,0.015432,0.015432,8,0.000228,0,0.049534,1397,0.853111
1120,,,225,225,2,0.512665,0.524704,0.000204,0.014599,0.014599,3,0.000218,0,0.050952,1284,0.80706
1157,,,236,236,2,0.5133,0.525911,0.000228,0.015233,0.015233,0,0.000227,0,0.049116,1362,0.842159
1178,,,250,250,2,0.514112,0.527448,0.000253,0.016205,0.016205,6,0.000238,0,0.048129,1498,0.895853
1205,,,247,247,2,0.513937,0.527119,0.000245,0.016069,0.016069,3,0.000236,0,0.050525,1535,0.888287
1213,,,213,213,2,0.511973,0.523386,0.000182,0.013867,0.013867,5,0.000208,0,0.048676,1099,0.766594
1355,,,241,241,2,0.51359,0.52646,0.000236,0.015605,0.015605,0,0.000231,0,0.047925,1386,0.862727
1376,,,239,239,2,0.513474,0.526241,0.000231,0.015479,0.015479,6,0.000229,0,0.049893,1419,0.855721
1390,,,236,236,2,0.5133,0.525911,0.00022,0.015449,0.015449,7,0.000226,0,0.05128,1422,0.853952
1420,,,231,231,2,0.513011,0.525362,0.000215,0.015007,0.015007,0,0.000223,0,0.049953,1327,0.829621
1427,,,217,217,2,0.512203,0.523825,0.000186,0.014246,0.014246,1,0.000211,0,0.0486,1139,0.787449
1430,,,227,227,2,0.51278,0.524923,0.000206,0.014837,0.014837,3,0.000219,0,0.049199,1262,0.820151
1457,,,233,233,2,0.513127,0.525582,0.000217,0.015222,0.015222,8,0.000224,0,0.050725,1371,0.841417
1458,,,231,231,2,0.513011,0.525362,0.000215,0.014985,0.014985,5,0.000223,0,0.050894,1352,0.828424
1481,,,234,234,2,0.513185,0.525692,0.000223,0.015116,0.015116,0,0.000225,0,0.049008,1336,0.835675
1491,,,208,208,2,0.511685,0.522837,0.000174,0.013495,0.013495,5,0.000204,0,0.050771,1093,0.746089
1498,,,230,230,3,0.512896,0.525216,0.000213,0.014951,0.014951,8,0.000222,0,0.048832,1286,0.826483
1505,,,244,244,2,0.513764,0.52679,0.000236,0.015951,0.015951,5,0.000233,0,0.050631,1501,0.881717
1515,,,231,231,2,0.513011,0.525362,0.000215,0.015016,0.015016,0,0.000223,0,0.051986,1381,0.830122
1560,,,224,224,2,0.512607,0.524594,0.000199,0.014652,0.014652,0,0.000217,0,0.053091,1326,0.809881
1637,,,230,230,2,0.512953,0.525253,0.000212,0.014979,0.014979,0,0.000222,0,0.049098,1293,0.828036
1647,,,216,216,2,0.512146,0.523715,0.000188,0.014037,0.014037,8,0.00021,0,0.050258,1167,0.775996
1664,,,223,223,3,0.512492,0.524447,0.000201,0.014474,0.014474,5,0.000216,0,0.049812,1233,0.800148
1712,,,177,177,2,0.509909,0.519433,0.000126,0.011505,0.011505,1,0.000178,0,0.048665,758,0.636019
1730,,,216,216,2,0.512146,0.523715,0.000187,0.014061,0.014061,6,0.00021,0,0.050258,1167,0.777314
1754,,,236,236,2,0.5133,0.525911,0.000223,0.015403,0.015403,8,0.000227,0,0.049802,1381,0.851439
1764,,,253,253,2,0.514286,0.527778,0.000259,0.0164,0.0164,7,0.000241,0,0.053015,1690,0.906583
1803,,,231,231,2,0.513011,0.525362,0.000215,0.015014,0.015014,2,0.000223,0,0.049464,1314,0.829993
1811,,,233,233,2,0.513127,0.525582,0.000219,0.015144,0.015144,8,0.000224,0,0.050799,1373,0.837182
1827,,,248,248,2,0.513995,0.527229,0.000248,0.016092,0.016092,8,0.000237,0,0.051064,1564,0.889565
1841,,,237,237,2,0.513358,0.526021,0.000223,0.015488,0.015488,1,0.000227,0,0.052027,1455,0.856145
1868,,,224,224,2,0.512607,0.524594,0.000202,0.01456,0.01456,6,0.000217,0,0.05201,1299,0.804878
1880,,,224,224,2,0.512607,0.524594,0.000201,0.014619,0.014619,0,0.000217,0,0.048326,1207,0.808121
1894,,,200,200,2,0.511226,0.521959,0.000162,0.012952,0.012952,6,0.000197,0,0.051206,1019,0.716058
1899,,,235,235,2,0.513242,0.525801,0.000221,0.015308,0.015308,2,0.000226,0,0.049864,1371,0.846226
1916,,,218,218,2,0.512261,0.523935,0.000193,0.014111,0.014111,1,0.000212,0,0.048366,1144,0.780127
1963,,,211,211,2,0.511858,0.523166,0.000179,0.01373,0.01373,7,0.000206,0,0.050147,1111,0.758974
2007,,,230,230,2,0.512953,0.525253,0.000216,0.014888,0.014888,0,0.000222,0,0.047503,1251,0.823087
2021,,,228,228,2,0.512838,0.525033,0.000208,0.014877,0.014877,5,0.00022,0,0.051086,1322,0.822355
2046,,,235,235,2,0.513242,0.525801,0.000224,0.015235,0.015235,2,0.000226,0,0.049791,1369,0.842233
2049,,,196,196,2,0.510996,0.52152,0.000155,0.01274,0.01274,0,0.000194,0,0.048613,929,0.704285
2052,,,229,229,2,0.512896,0.525143,0.000214,0.014815,0.014815,2,0.000221,0,0.047882,1250,0.819076
2058,,,221,221,2,0.512434,0.524264,0.000197,0.014366,0.014366,6,0.000214,0,0.04965,1207,0.794198
2071,,,236,236,2,0.5133,0.525911,0.000223,0.015353,0.015353,0,0.000227,0,0.049333,1368,0.848729
2084,,,227,227,2,0.51278,0.524923,0.000205,0.014797,0.014797,7,0.000219,0,0.05376,1379,0.817982
2088,,,238,238,2,0.513416,0.526131,0.000232,0.015383,0.015383,0,0.000228,0,0.04691,1323,0.850465
2098,,,226,226,2,0.512722,0.524813,0.000203,0.014765,0.014765,1,0.000218,0,0.050659,1288,0.816169
2104,,,230,230,2,0.512953,0.525253,0.000214,0.014945,0.014945,0,0.000222,0,0.049668,1308,0.826157
2120,,,215,215,2,0.512088,0.523606,0.000187,0.013934,0.013934,0,0.00021,0,0.050772,1168,0.770272
2130,,,213,213,2,0.511973,0.523386,0.000182,0.013872,0.013872,8,0.000208,0,0.048809,1102,0.766847
2132,,,245,245,2,0.513822,0.526899,0.000244,0.015901,0.015901,2,0.000234,0,0.049582,1482,0.879019
2165,,,237,237,2,0.513358,0.526021,0.000229,0.015322,0.015322,0,0.000228,0,0.048881,1367,0.8471
2183,,,232,232,2,0.513069,0.525472,0.000218,0.015055,0.015055,8,0.000223,0,0.04803,1287,0.832307
2209,,,263,263,2,0.514867,0.528876,0.000281,0.017069,0.017069,7,0.000249,0,0.049401,1702,0.943569
2235,,,229,229,2,0.512896,0.525143,0.00021,0.014962,0.014962,2,0.000221,0,0.049797,1300,0.827073
2242,,,219,219,2,0.512319,0.524045,0.000192,0.014264,0.014264,2,0.000213,0,0.049432,1180,0.788492
2243,,,181,181,3,0.510081,0.519836,0.00013,0.011789,0.011789,0,0.000181,0,0.052118,849,0.651725
2245,,,216,216,2,0.512146,0.523715,0.00019,0.013946,0.013946,8,0.00021,0,0.049354,1146,0.77104
2283,,,237,237,2,0.513358,0.526021,0.000228,0.015351,0.015351,2,0.000228,0,0.049024,1371,0.848633
2284,,,239,239,2,0.513474,0.526241,0.000231,0.015477,0.015477,2,0.000229,0,0.051334,1460,0.855602
2294,,,231,231,2,0.513011,0.525362,0.000216,0.014943,0.014943,1,0.000223,0,0.050104,1331,0.826122
2380,,,218,218,2,0.512261,0.523935,0.000192,0.014171,0.014171,8,0.000212,0,0.050607,1197,0.783369
2386,,,250,250,2,0.514112,0.527448,0.000254,0.01622,0.01622,0,0.000238,0,0.04951,1541,0.896685
2387,,,261,261,2,0.514751,0.528656,0.000276,0.016909,0.016909,2,0.000247,0,0.050368,1709,0.934775
2437,,,199,199,2,0.511168,0.521849,0.000159,0.012965,0.012965,0,0.000196,0,0.049541,976,0.716761
2508,,,232,232,2,0.513069,0.525472,0.000216,0.015105,0.015105,5,0.000223,0,0.049261,1320,0.834995
2511,,,261,261,2,0.514751,0.528656,0.000275,0.016977,0.016977,7,0.000247,0,0.049691,1686,0.938499
2544,,,233,233,2,0.513127,0.525582,0.000219,0.015128,0.015128,8,0.000224,0,0.050355,1361,0.836343
2561,,,211,211,2,0.511858,0.523166,0.000182,0.013616,0.013616,2,0.000206,0,0.048522,1075,0.75277
2607,,,242,242,2,0.513648,0.52657,0.000236,0.015766,0.015766,1,0.000232,0,0.048146,1404,0.871523
2618,,,246,246,2,0.513879,0.527009,0.000242,0.016042,0.016042,1,0.000235,0,0.050639,1526,0.88677
2630,,,236,236,2,0.5133,0.525911,0.000228,0.01526,0.01526,6,0.000227,0,0.049693,1378,0.843658
2637,,,233,233,2,0.513127,0.525582,0.000221,0.015057,0.015057,5,0.000224,0,0.049948,1350,0.832431
2644,,,212,212,2,0.511915,0.523276,0.000183,0.013745,0.013745,1,0.000207,0,0.047975,1073,0.759876
2650,,,239,239,2,0.513474,0.526241,0.00023,0.015539,0.015539,7,0.000229,0,0.050631,1440,0.859015
2651,,,231,231,2,0.513011,0.525362,0.000217,0.014951,0.014951,6,0.000223,0,0.050442,1340,0.826568
2664,,,229,229,2,0.512896,0.525143,0.00021,0.014923,0.014923,7,0.000221,0,0.050563,1320,0.824936
2684,,,217,217,2,0.512203,0.523825,0.00019,0.014076,0.014076,2,0.000211,0,0.050137,1175,0.778177
2756,,,216,216,2,0.512146,0.523715,0.000188,0.014013,0.014013,2,0.00021,0,0.05112,1187,0.774683
2806,,,214,214,2,0.512031,0.523496,0.000182,0.01396,0.01396,6,0.000209,0,0.051687,1178,0.771676
2807,,,236,236,2,0.5133,0.525911,0.000225,0.015312,0.015312,0,0.000227,0,0.049513,1373,0.846495
2834,,,246,246,2,0.513879,0.527009,0.000244,0.016001,0.016001,1,0.000235,0,0.049876,1503,0.884527
2838,,,231,231,2,0.513011,0.525362,0.000218,0.014925,0.014925,6,0.000223,0,0.048259,1282,0.825138
2856,,,231,231,2,0.513011,0.525362,0.000213,0.015056,0.015056,1,0.000222,0,0.050216,1334,0.832285
2870,,,234,234,2,0.513185,0.525692,0.000219,0.015274,0.015274,0,0.000225,0,0.049888,1360,0.844328
2874,,,238,238,2,0.513416,0.526131,0.000229,0.015446,0.015446,8,0.000228,0,0.048754,1375,0.853898
2882,,,233,233,2,0.513127,0.525582,0.000218,0.015154,0.015154,3,0.000224,0,0.050651,1369,0.837745
2887,,,268,268,2,0.515158,0.529425,0.000295,0.0173,0.0173,8,0.000253,0,0.048018,1718,0.956395
2948,,,242,242,2,0.513648,0.52657,0.000236,0.015741,0.015741,2,0.000232,0,0.049552,1445,0.870152
2969,,,211,211,2,0.511858,0.523166,0.000182,0.013633,0.013633,8,0.000206,0,0.048522,1075,0.75372
2972,,,233,233,2,0.513127,0.525582,0.000216,0.015211,0.015211,8,0.000224,0,0.051909,1403,0.840839
2984,,,227,227,2,0.51278,0.524923,0.000209,0.014705,0.014705,7,0.000219,0,0.051499,1321,0.812936
3040,,,217,217,2,0.512203,0.523825,0.000188,0.014139,0.014139,5,0.000211,0,0.051417,1205,0.781586
3074,,,244,244,2,0.513764,0.52679,0.00024,0.01585,0.01585,8,0.000233,0,0.050395,1494,0.876227
3082,,,206,206,3,0.511513,0.522581,0.000172,0.013337,0.013337,0,0.000202,0,0.050817,1073,0.737303
3096,,,212,212,2,0.511915,0.523276,0.000181,0.01376,0.01376,7,0.000207,0,0.050031,1119,0.760727
3132,,,227,227,2,0.51278,0.524923,0.000204,0.014861,0.014861,0,0.000219,0,0.051967,1333,0.821453
3163,,,208,208,2,0.511685,0.522837,0.000172,0.013546,0.013546,6,0.000204,0,0.051607,1111,0.748829
3164,,,217,217,2,0.512203,0.523825,0.000191,0.014068,0.014068,1,0.000211,0,0.050137,1175,0.777763
3180,,,247,247,2,0.513937,0.527119,0.000242,0.016166,0.016166,0,0.000235,0,0.050854,1545,0.893614
3184,,,244,244,2,0.513764,0.52679,0.000241,0.015826,0.015826,2,0.000233,0,0.047561,1410,0.874896
3207,,,226,226,3,0.512665,0.524777,0.000207,0.014661,0.014661,8,0.000219,0,0.047355,1204,0.81051
3220,,,227,227,2,0.51278,0.524923,0.00021,0.014698,0.014698,1,0.000219,0,0.04725,1212,0.81254
3225,,,249,249,2,0.514054,0.527339,0.000251,0.01615,0.01615,5,0.000237,0,0.049456,1527,0.892794
3294,,,239,239,2,0.513474,0.526241,0.000232,0.015439,0.015439,5,0.000229,0,0.05035,1432,0.853547
3377,,,230,230,2,0.512953,0.525253,0.000211,0.015006,0.015006,0,0.000222,0,0.051376,1353,0.829491
3447,,,230,230,2,0.512953,0.525253,0.000213,0.014933,0.014933,1,0.000222,0,0.050883,1340,0.825547
3448,,,220,220,2,0.512376,0.524155,0.000193,0.014355,0.014355,5,0.000213,0,0.051889,1250,0.793564
3499,,,253,253,2,0.514286,0.527778,0.00026,0.016362,0.016362,7,0.000241,0,0.051038,1627,0.904548
3580,,,231,231,2,0.513011,0.525362,0.000212,0.015112,0.015112,7,0.000222,0,0.049464,1314,0.835353
3581,,,220,220,2,0.512376,0.524155,0.000197,0.014263,0.014263,8,0.000214,0,0.049191,1185,0.788522
3593,,,219,219,2,0.512319,0.524045,0.000194,0.014166,0.014166,8,0.000213,0,0.05027,1200,0.783189
3598,,,241,241,2,0.51359,0.52646,0.000233,0.015683,0.015683,2,0.000231,0,0.050726,1467,0.866949
3606,,,220,220,2,0.512376,0.524155,0.000194,0.01437,0.01437,8,0.000213,0,0.048526,1169,0.794335
3611,,,244,244,2,0.513764,0.52679,0.000235,0.016013,0.016013,0,0.000233,0,0.05144,1525,0.88508
3640,,,250,250,2,0.514112,0.527448,0.000252,0.016238,0.016238,6,0.000238,0,0.051084,1590,0.897652
3649,,,227,227,2,0.51278,0.524923,0.000209,0.014716,0.014716,1,0.000219,0,0.049316,1265,0.813586
3674,,,232,232,2,0.513069,0.525472,0.000214,0.015149,0.015149,1,0.000223,0,0.050754,1360,0.837393
3679,,,218,218,2,0.512261,0.523935,0.000192,0.014145,0.014145,5,0.000212,0,0.049127,1162,0.78195
3689,,,227,227,2,0.51278,0.524923,0.00021,0.014655,0.014655,0,0.000219,0,0.052435,1345,0.810212
3691,,,228,228,2,0.512838,0.525033,0.00021,0.014806,0.014806,0,0.00022,0,0.047956,1241,0.818525
3712,,,229,229,2,0.512896,0.525143,0.00021,0.014936,0.014936,1,0.000221,0,0.052287,1365,0.825636
3735,,,236,236,2,0.5133,0.525911,0.000227,0.015247,0.015247,0,0.000227,0,0.0489,1356,0.842926
3777,,,225,225,2,0.512665,0.524704,0.000203,0.014623,0.014623,6,0.000218,0,0.051389,1295,0.808349
3802,,,228,228,2,0.512838,0.525033,0.000213,0.014702,0.014702,7,0.00022,0,0.049811,1289,0.812829
3812,,,218,218,2,0.512261,0.523935,0.000191,0.014167,0.014167,0,0.000212,0,0.04955,1172,0.783175
3836,,,226,226,2,0.512722,0.524813,0.000205,0.0147,0.0147,2,0.000218,0,0.04885,1242,0.812598
3870,,,231,231,2,0.513011,0.525362,0.000215,0.015027,0.015027,0,0.000223,0,0.050292,1336,0.83074
3883,,,263,263,2,0.514867,0.528876,0.000276,0.017175,0.017175,3,0.000249,0,0.050736,1748,0.949392
3919,,,233,233,2,0.513127,0.525582,0.000218,0.015196,0.015196,6,0.000224,0,0.049097,1327,0.839975
3920,,,226,226,2,0.512722,0.524813,0.000206,0.014666,0.014666,8,0.000218,0,0.050973,1296,0.810742
3969,,,253,253,2,0.514286,0.527778,0.000256,0.016536,0.016536,7,0.00024,0,0.050536,1611,0.914058
3970,,,243,243,2,0.513706,0.52668,0.00024,0.01573,0.01573,8,0.000233,0,0.050437,1483,0.869644
4011,,,244,244,2,0.513764,0.52679,0.000239,0.015865,0.015865,0,0.000233,0,0.049383,1464,0.87697
4017,,,244,244,2,0.513764,0.52679,0.00024,0.015876,0.015876,3,0.000233,0,0.050091,1485,0.877645
4107,,,240,240,2,0.513532,0.52635,0.000234,0.015552,0.015552,3,0.00023,0,0.047559,1364,0.859703
4118,,,249,249,2,0.514054,0.527339,0.000253,0.016118,0.016118,0,0.000237,0,0.049262,1521,0.891024
4257,,,225,225,2,0.512665,0.524704,0.000203,0.014664,0.014664,2,0.000218,0,0.049246,1241,0.810627
4259,,,243,243,2,0.513706,0.52668,0.000239,0.01577,0.01577,5,0.000232,0,0.048941,1439,0.8718
4272,,,221,221,2,0.512434,0.524264,0.000198,0.014338,0.014338,7,0.000214,0,0.050761,1234,0.792633
4273,,,237,237,3,0.5133,0.525984,0.000226,0.015415,0.015415,6,0.000227,0,0.049846,1394,0.85213
4324,,,223,223,2,0.512549,0.524484,0.000203,0.014392,0.014392,8,0.000216,0,0.048843,1209,0.795722
4369,,,231,231,2,0.513011,0.525362,0.000216,0.014966,0.014966,0,0.000223,0,0.050969,1354,0.827391
4386,,,217,217,2,0.512203,0.523825,0.000187,0.014207,0.014207,1,0.000211,0,0.05227,1225,0.78528
4403,,,222,222,2,0.512492,0.524374,0.000198,0.014438,0.014438,0,0.000215,0,0.049366,1211,0.79815
4442,,,233,233,2,0.513127,0.525582,0.000218,0.015161,0.015161,4,0.000224,0,0.051465,1391,0.838141
4489,,,242,242,2,0.513648,0.52657,0.000238,0.015669,0.015669,5,0.000232,0,0.049415,1441,0.866256
4507,,,244,244,2,0.513764,0.52679,0.000242,0.015811,0.015811,7,0.000233,0,0.050091,1485,0.874122
4527,,,216,216,2,0.512146,0.523715,0.00019,0.013958,0.013958,8,0.00021,0,0.048019,1115,0.77168
4551,,,256,256,2,0.51446,0.528107,0.000262,0.016711,0.016711,7,0.000243,0,0.051409,1678,0.92373
1,,,231,231,2,0.513011,0.525362,0.000213,0.015075,0.015075,2,0.000222,0,0.049652,1319,0.833345
26,,,240,240,2,0.513532,0.52635,0.000231,0.015649,0.015649,0,0.00023,0,0.050523,1449,0.865036
34,,,241,241,2,0.51359,0.52646,0.000235,0.015628,0.015628,3,0.000231,0,0.047822,1383,0.863952
86,,,237,237,2,0.513358,0.526021,0.000227,0.015345,0.015345,0,0.000228,0,0.050097,1401,0.848296
122,,,241,241,2,0.51359,0.52646,0.000236,0.015596,0.015596,0,0.000231,0,0.050622,1464,0.862244
209,,,207,207,2,0.511628,0.522727,0.000172,0.01347,0.01347,8,0.000203,0,0.049622,1058,0.744649
212,,,226,226,2,0.512722,0.524813,0.000205,0.014705,0.014705,0,0.000218,0,0.04885,1242,0.81293
234,,,210,210,2,0.5118,0.523057,0.000178,0.013619,0.013619,2,0.000205,0,0.049897,1095,0.752931
257,,,257,257,2,0.514518,0.528217,0.000268,0.016651,0.016651,2,0.000244,0,0.049155,1617,0.920485
259,,,235,235,2,0.513242,0.525801,0.000221,0.015291,0.015291,5,0.000226,0,0.050227,1381,0.845271
264,,,211,211,3,0.5118,0.52313,0.000177,0.01374,0.01374,8,0.000206,0,0.050011,1108,0.759553
265,,,227,227,2,0.51278,0.524923,0.000207,0.014804,0.014804,8,0.000219,0,0.047445,1217,0.818366
277,,,234,234,2,0.513185,0.525692,0.000221,0.015177,0.015177,1,0.000225,0,0.049595,1352,0.838996
285,,,246,246,2,0.513879,0.527009,0.000242,0.016034,0.016034,7,0.000235,0,0.049876,1503,0.88631
303,,,219,219,2,0.512319,0.524045,0.000193,0.014246,0.014246,2,0.000213,0,0.05027,1200,0.787568
307,,,254,254,2,0.514344,0.527888,0.000259,0.016519,0.016519,0,0.000241,0,0.051166,1644,0.913171
419,,,226,226,2,0.512722,0.524813,0.000205,0.014696,0.014696,0,0.000218,0,0.049715,1264,0.81237
465,,,242,242,2,0.513648,0.52657,0.000235,0.01575,0.01575,2,0.000232,0,0.05185,1512,0.8707
477,,,244,244,2,0.513764,0.52679,0.000235,0.016007,0.016007,8,0.000233,0,0.051575,1529,0.884761
505,,,204,204,2,0.511456,0.522398,0.00017,0.013173,0.013173,1,0.000201,0,0.048392,1002,0.728356
508,,,218,218,2,0.512261,0.523935,0.00019,0.014215,0.014215,2,0.000212,0,0.050522,1195,0.785781
546,,,226,226,2,0.512722,0.524813,0.000204,0.014738,0.014738,2,0.000218,0,0.049715,1264,0.814711
569,,,230,230,2,0.512953,0.525253,0.000214,0.014924,0.014924,2,0.000222,0,0.048794,1285,0.825067
591,,,265,265,2,0.514984,0.529095,0.000281,0.0173,0.0173,5,0.00025,0,0.051001,1784,0.956273
607,,,233,233,2,0.513127,0.525582,0.00022,0.015102,0.015102,7,0.000224,0,0.049282,1332,0.834888
608,,,230,230,2,0.512953,0.525253,0.000212,0.014998,0.014998,5,0.000222,0,0.050123,1320,0.829065
659,,,223,223,2,0.512549,0.524484,0.000201,0.014477,0.014477,5,0.000216,0,0.050014,1238,0.800295
682,,,200,200,2,0.511226,0.521959,0.000161,0.013014,0.013014,5,0.000197,0,0.04799,955,0.719421
692,,,227,227,2,0.51278,0.524923,0.000209,0.01469,0.01469,0,0.000219,0,0.049511,1270,0.812136
721,,,244,244,2,0.513764,0.52679,0.00024,0.015871,0.015871,4,0.000233,0,0.050698,1503,0.87735
728,,,244,244,2,0.513764,0.52679,0.00024,0.015877,0.015877,8,0.000233,0,0.046752,1386,0.877686
743,,,233,233,2,0.513127,0.525582,0.000217,0.015203,0.015203,7,0.000224,0,0.051613,1395,0.840365
750,,,216,216,2,0.512146,0.523715,0.000188,0.014059,0.014059,8,0.00021,0,0.047416,1101,0.777209
807,,,262,262,2,0.514809,0.528766,0.000278,0.017012,0.017012,5,0.000248,0,0.050598,1730,0.940447
809,,,232,232,2,0.513069,0.525472,0.00022,0.015006,0.015006,5,0.000224,0,0.049186,1318,0.829599
825,,,251,251,2,0.51417,0.527558,0.000256,0.01625,0.01625,8,0.000239,0,0.04988,1565,0.898328
831,,,242,242,2,0.513648,0.52657,0.000234,0.015817,0.015817,2,0.000231,0,0.049621,1447,0.874325
849,,,219,219,2,0.512319,0.524045,0.000192,0.014275,0.014275,0,0.000213,0,0.049851,1190,0.789121
913,,,216,216,2,0.512146,0.523715,0.000189,0.014007,0.014007,1,0.00021,0,0.050474,1172,0.774375
932,,,265,265,2,0.514984,0.529095,0.000284,0.017239,0.017239,2,0.00025,0,0.049571,1734,0.952927
960,,,252,252,2,0.514228,0.527668,0.000251,0.016495,0.016495,5,0.00024,0,0.052204,1651,0.911743
968,,,223,223,2,0.512549,0.524484,0.000201,0.014443,0.014443,6,0.000216,0,0.052236,1293,0.798462
969,,,214,214,2,0.512031,0.523496,0.000186,0.013839,0.013839,8,0.000209,0,0.049054,1118,0.76506
1000,,,210,210,2,0.5118,0.523057,0.000175,0.013737,0.013737,2,0.000205,0,0.050991,1119,0.75935
