Tweet,Sentiment
@ShakeYaAshhh @BJLiebs hey guys just wanted to say have fun #WISHIWASTHERE #Dicks,0
Must say the #energy level on #ATMJAM ain''t as hype as I thought... https://t.co/4TVAqGMtXI #pharrell #azealiabanks #glastonbury #2013,0
"@Glob0t32 you and Dante have literally done everything I''ve ever wanted to do, in the past 2 days #skyzone #lasertron #jealous",0
I can''t get noooo satisfaction!!! #rollingstonesrule #glastonbury2013,1
"#Glastonbury2013 #BBCGlasto #Live #Warning - this is a #LiveStream, anything might happen!! http://t.co/jY01NIrpTE",0
#primalscream and #wiltshire flag at #glasto luverly,0
The Rolling Stones are so fucking rad #whyaminotthere #cryingatthetv #NEXTYEAR,0
heute Abend in Ludwigslust bei der #ndr #Sommertour13 #andreas #bourani #live,0
#HYPED Glastonbury 2013 !,1
The Stones however have not #glastonbury #theyrenotthebeatles,0
#baby #amazing #plase #like #cool #dream #asian #korean #jewlery  #outfit  #fashion  #nice #dreanâ¦ http://t.co/2iO2BKvdiw,0
@andrew_temple @PinheadWilson have fun with the #lions boys. I''ll be listening to #talksport whilst on way to in laws.,1
"Oh my god! 
Having really serious #Glastonbury envy! 
Think I''ll just have to recreate it and have a Glasto party here. #thereinspirit",0
@JeremyClarkson so gutted I didn''t see you all in Stratford on Thursday!!  You all could of popped in for a cuppa! #gutted #lovetopgear,0
"Amount of illuminati symbolism at glastonbury is ridiculous, #rollinstones throwin ''eye of horus'' signs up #FCKTHENWO",0
#Idk #amazing #metro #idk https://t.co/isRRuREtVs,0
"Say Hello, Wave Goodbye by Soft Cell from Non-Stop Erotic Cabaret is #nowplaying on #FlashbackAlternatives!",0
#freedownload Chronikal - Chronikal Way #femcee #uk #4x4 #GRIME #DUBSTEP http://t.co/aQR9dXI9IJ,0
"Clinton Road, New Jersey: The most terrifying road in the U.S. http://t.co/kgCnEuOkel via @YahooNews #urban #legends #cool #Iceman",1
C''mon post the picture of Andy looking dapper in royal box #alwaysbelieve #allinformurray #wimbledon,1
Why aren''t we seeing The Stones live? And why only an hour''s coverage of a two hour gig? #moan #bbcglasto,0
So jealous of @LauraWebster5 in Glastonbury! #Ineedtobethere #nextyear,0
Stones boring me #glasto good songs...but show!!!? No!!!! #boring #looklikesadoldmen,0
RT @barrowpolice: Any followers at #Glastonbury @DentMusicBeer Festivals here''s our festival safety advice #Enjoy http://t.co/kxES4tZHRM #bâ¦,0
Ik voel een overeenkomst tussen #nelsonmandela en de #rollingstones. Iets met een stekker en eruit trekken.,1
En mode parÃ© pour le festival ! #festival #sound #demondor2013 http://t.co/JuJt0yYyc0,0
"@AdamBuxton 
Heard a #rumour @Pontifex is #headlining tonight on #TheOtherStage. 
How #shit would that be?
#Glasto",0
"Watching #Glastonbury....Example, you''re a shot singer, but your beats are pretty good!! #OnlyHuman",1
#stones #glastonbury #oldmen #stillgood #justabout,0
When your boyfriend brings a girl home from the club that you didn''t go to cus your 19. #fml #ImOut,0
My eye #perfect #photo #love #eye #wow #hot #cool #amor #nice #emo #israel #usa http://t.co/reIcM4bQtW,0
Never a good thing when your physical therapist is startled by how bad off your knee is - at 8AM on Saturday to boot #goodtimes #notreally,1
RT @supervancouver: Tortorella ella ella eh eh #Vancouver #Canucks VIDEO http://t.co/vdoqIOZuRy,0
"Tomorrow when I get back from work, gonna chill with the lads! #booze #smoke #sunshine #peng @RyanSivier1 @Matthewbrowne12",1
#lastsunday #breakfast before the #madness begins. #nof #nofilter of a magic rear and interestingâ¦ http://t.co/M3OpEeArVg,0
RT @Yeemtix: #Tonight #Epic @ciara seankingston @yogottikom #TamarBraxton #DjWhookid #DjEmon @ supperclub_laâ¦ http://t.co/0SgS9ll0ok,0
RT @CraigOliverM: A bit of Shake A Leg on @1Xtra #fridaytreat #tune #partymusic may tune in more often! (wish i had DAB in the car!),0
UITtip zaterdag 29 juni: #Festival #Muziek | Parkpop 2013 | @Agathepark #Krommenie | 14.00 uur,1
"CLICK 500 FOLLOWERS>http://t.co/kpRnOgw9R9

#Pride
#truth
#giveaway
#Smackdown
#bzbootcamp
#WhaddupWill
#IHatePeopleThat
#AfricanFollowTrain",0
"RT @OficialShaniaBR: #ShaniaTwain  #TÃªnis #AlpesAustriacos
@ShaniaTwain #Amazing! http://t.co/G3zuYSriKU",0
"#CaitlinMoran on #Glastonbury: âTo the girl who sits on her boyfriend''s shoulders - everyone will hate you."" LOL #SoTrue",0
Was that Botham in the crowd? #beefy #Glastonbury,0
#IsabellaCastilloPorSolista #justinbieber #glastonbury #beautiful #business Public Enemy Orioles Rolling Stones #Braves #auspol,0
RT @brianstrongman: Thursday..equals trivia at @TheLandingPEI tonight...#goodtimes #whoscoming? #getyourassdownthere #beer #pei #trivia,1
Me & Pazza going mental #Rudimental #Glastonbury #MyKidRocks,1
Sipping on that purrple stuff! #zzzzz #GoodTimes #Yeah #Hast #Tag,0
Isn''t it weird how Glastonbury has morphed into the very thing the original festival opposed? #Glasto #CorporateBollocks,0
The Primal Scream bassist is distinctly easier on the eye these days. #Nooffencemani #glastonbury,0
#yesterday #happy #day #crazy #with #carlos #instapic #instagood #instalike #pop #amazing #likeâ¦ http://t.co/qnyJggvHRj,0
Fulham flag on Glastonbury! Thats the furthest that fans gone all year! #ShitSupport #Fulham,0
"Come on boys, send the convicts packing! #WeOwnYou #Lions",1
The Goddaughter part 2. Happy birthday Raenna! #birthday #goddaughter #goodtimes #party #webstagramâ¦ http://t.co/9dxwWcFqX4,0
"Fuck me, the living dead are playing at Glastonbury !! .... Or is it those puppets from the http://t.co/bnDwi4kUg8 advert ? #oldstones",0
I''m an embarrassment. My mother is so into Glastonbury I am a shameful child when I asked if she had seen the fouls. #disgraceful #hipmum,0
"""The Rolling Stones are like tortoises without their shells"" quote from FB #glastonbury #snerk",0
Soo wish I was at Glastonbury #waaaaa,1
@akjames61 The old ones are the best ones!! #satisfcation #rollingstones,0
At Walmart #makeup #walmart #welcometowalmart #epictroll #epic http://t.co/lRmw7xwayW,0
"She ain''t wrong @LucyBrownlow: @Sarah_Lady Also hot. #arms #shouldersâ
#glasto #ChuckD",1
Fresh Ink #tat #tattoo #ink #star #sign #starsigns #bestfriends #taurus #aquarius #virgi #gemini #scorpio http://t.co/xzULaYRal5,0
#stunning #live #love #perfect #gold #detail #old #wonderful #beautiful #design #saturday #milanâ¦ http://t.co/KibouOxWjy,0
Elvis Costello sounding great at Glastonbury from the comfort and cleanliness of my front room #notthesame #latitudefestival next year,0
#Juicing for your #health - #superfood #vegetables #juice and #amazing #fatloss #metabolism #boosterâ¦ http://t.co/nSlZZCBD1V,0
You know your not a bad rugby player when you get selected for the #lions #noaverageplayers,1
#NickClegg DJ-ing at #SheptonMalletFest! How cool is that?! Next year #Glastonbury?,1
"RT @Gudda_Rollup: #Tune in #PGYMBB 
Sir. Quis Obalaca - Can''t Complain (ft. Yella Dior) |#PGYMBB #MQW: http://t.co/ZpUshSh3Qy via @youtube",0
jizznez staying up all night to #getlucky http://t.co/HWQjX5HenW,0
,1
And them coming home after not eating for 10hours to chicken chat and @ArcticMonkeys at #glasto on tape #mamknowsbest #loveher,0
@kaystads10 seriously best ever! #bestfriends #loveyoutoo,0
"RT @EricStewart13: Sod #Glastonbury and all that poncy indie & pop crap, #Download festival is on @SkyArts now #IronMaiden #Slipknot #Rammsâ¦",0
"Know he''s not everyone''s cuppa but I  love G Bray in comms. Maybe if @burkey710 teaches him, he''ll be on twitter next #lions tour #ruonten",1
"Founder of #TheStones = Brian Jones, both parents from #Wales. #WhenWalesInventedRockNRoll #glasto13",1
#NowPlaying Seal - Fast Changes on #Music Massage @ http://t.co/RXZB5aNYgZ #SlowJams or http://t.co/9Vy2Y5yleZ #QuietStorm #Radio,0
You could make a sofa out of #KethRichards''s skin. #LikeLeather #bbcglasto #Glastonbury #RollingStones,0
@theblowmonkeys @petergreen61 @daraobriain Sounds like #glastonbury might as well end now. Nothing''s gonna top Niles. #glastoisnilesbetter,1
#rose #red #beautiful #pretty #amazing #green #water #droplets #photography #woo #doubletap #like4likeâ¦ http://t.co/XJ50SGS5qE,0
#glasto2013 #glastonbury #glastonbury2013 #instasky #sky #clouds #cloudporn @ Shangri-la http://t.co/39cqB1Xzfv,1
"RT @Daan_Davies_: â@WMazumder: ""@JamieSpagz: Horror film sesh with the lads, love em all! #Manchester #mental #heads"" #banana #sheepâ #straâ¦",0
#festival #bertolucci #toniservillo Nastri d''Argento: lista nomination e i premi giÃ  assegnati: Dopo il Festival... http://t.co/NpesCbmwqS,0
"Anyone remember Pistol Star''s set at #glastonbury back in the early 90s?

#BYKH",0
Cannot get 505 out my head from last night. #Ifitsa7hourflightora45minutedrive #glastonbury,0
Got stuff to do today/tonight but I can''t stop watching #bbcglasto it''s making me even more excited about @KendalCalling #seeyouinthefields,0
"Glastonbury this weekend too, good luck to the welly brigade! #glastonbury #muddyfields",0
Must be getting old. #Glasto #muchbetterinmyday!,0
La cola para #lotoman2.0 #dffnyc #dominican #film #festival #summer #washingtonheights #nyc #lotomanâ¦ http://t.co/NcnwnhtTKD,0
Glastonbury tour tonight with ma main man @daniellehar  #bromance #noshame #gunnagetlost,0
How many epileptics did Arctic Monkeys see off at Glastonbury last night ! #excessivestrobe #strobe''athon,0
"Watched a bit of Chase and Status at #Glasto just got me too excited for Ibiza, I''ll see them there! #18Days",0
"oscar, leo, longyin and the girl with the moustache, eat my dirt. Im the real #childgenius. None of you have made it to #glastonbury #clever",1
[] glastonbury #yawn #eyesglazeover [],0
I''m sure my grandma had the shirt that Keith Richards is wearing #oapfashion #Glastonbury2013Live #undeadguitarist,0
"Le projet de ""mini-#Wimbledon"" Ã  #Deauville devrait Ãªtre finalisÃ© Ã  l''horizon 2016 http://t.co/JtOx3dTiGa (via @pays_dauge) #Normandie",0
Have to say it... IMO #glastonbury is one of the most overrated festivals! #pretentious #random #overallnotafan,0
If you didn''t watch Public Enemy then you missed the fuck out... #S1W #BOOM #glastonbury http://t.co/ScmyvSjDz3,0
"If ya think about it, the 4 lads in the rolling stones have a combined age of nearly 280! #TopMen #Talent #Glastonbury",0
SO jealous of everyone that''s at Glastonbury right now! :( #iwannago #prettyplease,0
Portallaves Louis Vuitton #lv #louisvuitton  #chic #igersmaracaibo #igersvenezuela #instaphotos #modaâ¦ http://t.co/cOFw7XVywF,0
Oh it feels like I''ve been run over! And I was the sober one? #FML! #TooEarlyForNoSleep!,0
Well that was fun #Rambo Now will try a bit of #glastonbury,0
I''ve found your perfect replacement!!!! #BCCthree #glastonbury,1
Alex turner didn''t look too bad up there on that Glastonbury stage #mmm #tastey :D,0
RT @JonathanKMartin: BTW CB Nigel Bethel (@_NigelBethel ) will announce on July 8. His top six schools are #WVU #Miami #FSU #UK #TexasTech â¦,1
Planning a trip to the #UK #education,0
Watched @solangeknowles #glastonbury set before!! Glad she sang my fave!! #sandcastledisco,0
#goodmorning #sunshine #bed #head #ombre #tresses #red #leopard #paisley #halfsmile #smise #eyes http://t.co/Pov2HfcLe7,0
"""British mother fuckers live forever"" @iamdiddy Mick Jagger is proof #gethimtothegreek #glastonbury",0
"@GlastoLive Sore head, sunshine and #theStones for Saturday http://t.co/MSU7eikasT",0
#glasto is simply ghastly !! #nonoandnoagain!,0
One video leads to another and all of a sudden it''s four in the morning #goddamnyoutubevideos #fml #sleepisfortheweak,0
#Friends #8Acts #live #love #laugh #Music #time #Jem #Angel #Jerico #Kim #Me #Danielle #Happy <3 :*â¦ http://t.co/aswwlgHrHR,0
YayRT #OfficialVernonK: This drummer is grafting..#example #glastonbury,0
"Come on Mick... #glasto13  blue skies, music and cider #LovinIt",1
"Okay, I am done for today. It''s too dang hot and I''m tired trying things on. I''m not even half way done yet! #fml #onemoreday #puntacana",0
Yay - the #glastonbury revellers are signing the #stopthebadgercull ePetition during tonight''s hashtag hi-jack. #onelove #badgerfriends,1
Sorry #glastonbury fans.. But you couldn''t pay me to go. #Awful #TurnsOver,0
What a great end to my night!! Loving life!!! It''s been amazing!!!!!!!! #love #life #good #times #GoodTimes #Amazing #hmu #insomniac,0
"GET FOLLOWERS NOW !! 48 HOUR SHOUT & FOLLOW #glasto #glastoFollowTrain #GLASTOSHOUT @UKFestivals2013 
#glastoFollowTrain #glastoFollowback",0
"@Jenniedixon243 #Chase&Status live at #Glasto tonight on bbc3!   its not a problem for me, but its a problem for you!",1
"@AngelaDutton #glasto surfing from the lounge.. throw in a #carpetpicnic & it''d do it for me too :) #mykindafestival All good, hope you too!",0
Glastonbury? Pah! We have Bloxwich Party In The Park. More here: (via @brownhillsbob) http://t.co/Qzj6gMBiHJ #live #music #outside #nomud,0
"""Have the Rolling Stones killed"" 
""But Sir, those weren''t..""
""DO AS I SAY!"" #RollingStones #Glastonbury2013 #RS #TheSimpsons",1
#classof2k14 #comingsoon #staytuned #OVERDRIVERS #FAMILY #EC #epic #overdriveforlifeâ¦ http://t.co/Yll5gyC4bs,0
The Oh Hello''s at the #Bluebird #OhHellos #show #denver #colorado #music #JamBand #Amazing http://t.co/FF2Wx9KLLj,0
If u didn''t go to #glastonbury head to @themooncardiff for #Glastnos with @DirtyKneesUK #dancevalley #cardiff,1
Los Rolling Stones debutan esta noche en el festival de #Glastonbury http://t.co/JAdypJpv22 #ArteyOcioLV,0
#goodtimes on rooftops! #dtd http://t.co/4d3OdYOLYj,0
"3 selections for Man Of The Match on the #Lions v #Aus match. Halfpenny, North, & Vunipola. Most bookies pricing it up. Hope its a cracker.",0
#housetomyself #koppabergs #glastonbury #happybunny,1
How I envy folk with Mon-Fri jobs on Saturdays like this #lionstour #silverstone #glastonbury,1
The #DIVA @AlizeLevy is one of our #LIVE on the #EMC #AGENCY #ROSTER and available for #BOOKINGS http://t.co/AGQtGZdLUY,0
"""@Will_Birch: Showaddywaddy release 10 CD retrospective. http://t.co/lxCTA1zTL1 #SWW Maybe time to reassess their contribution"" #Glasto pah!",0
Example is absolutely shite live! #gash #glastonbury,0
"Had a great evening tonight with a family with REAL family values,#familyisforlife #bbcglasto #Swansea #daisurfer",1
,1
I used to like Primal Scream. Now considering selling all those 12â singles. #glasto #pish #showaddywaddy,1
So sad i''m not at Glastonbury  #unlucky #ihateyouall #crying,0
With @M2Squaredd at despicable me 2!!! #shesperfect #loveher #amazing woman,0
"First half of donation from #Burnley #Sheffield charity match #Pendleside @PettysEstAgents - Â£500, doubled target! http://t.co/M31w98pcV8",0
En route to Sussex for girlie morning! Then the boys and babies can join us for fun at the #Whitehorse #ditching #goodtimes #friends,0
Listening to basement at Glastonbury while in Thailand... #bestofbothworlds #internetisthebest,1
Getting in glasto spirit #glastonbury #festival #hat #hattalk #hathair http://t.co/BCmMcKOchw,1
Saw Cara Delevingne at Glasto this afternoon #lifemade #glasto #cara,1
RT @TomorrowlandSPA: La locura ya ha llegado!!! La preview del himno de Tomorrowland ya calienta el ambiente!!! #Chattahoochee #Madness httâ¦,0
Lost in music #crystalpalace #festival #fuck #glastonbury #this #is #where #its #at http://t.co/PGRwRk1bbR,0
Last time we saw @zacbrownband was at CMAs in November! Slightly better view at the acoustic tent Glastonbury! #wewerethere,0
#nowplaying DJ Analyzer vs Cary August - Insomnia 2013 (DJ Gollum Club Remix) on Puls Radio #pulsradio http://t.co/oDBxDE0Wns,0
#tonights #bbq #cute #blue #pool #amazing #view #gonna #miss #this #dont #wanna #leave #feast #foodporn #greece... http://t.co/Bxn6UixGbI,0
The #PascoeBros are #Skanking like old school #Yard Man to @chaseandstatus. #glastonbury #MajorVibes,1
#instagood #instamoment #instaholidays #Festival #Couleur #Cafe #I''m #Ready http://t.co/W22GK7mnou,0
Got goosebumps watching glastonbury on tv #benhoward #onlylove #glasto #festoblues xx,0
Dizzee rascal was absolutely crazy at Glastonbury #tight #oldschoolrap #hiphop,0
#StonesGlasto then #chaseandstatus I''m a happy bunny #luvglasto,1
Everybody dance ooooh clap your hands clap your hands! #glasto #Highlights,0
Visit â http://t.co/6m0oPXkbCW â #Now #Amazing #Movement #Pimerica #Pimo #Pimericans #PPB #GrindHarder #GrindSmarter http://t.co/4XXqUsiJcV,1
The shit i miss while not having my phone #whereami #arcticmonkeys,0
#nowplaying #intromadeingermany ~ Intro Made In Germany | Gleis 8 - Wer ich bin ||| Radio TEDDY - In #Koblenz #RheinlandPfalz auf 87.8,0
#myboyfriend equals #amazing and #sosweet! #fallingforyou #prettyamazing #zumba #massage #everythingineed http://t.co/2tcG3XJq87,0
"RT @Monte_Colorman: Al Pawlowski was not wearing any pants!
#NoPantski
#ComeBackski
#FellAsleepski
#PickNick
#BournFree
#AvileAble
#ReMarkAâ¦",0
"I''m broadcasting LIVE right now on Mixlr. ""Tech House Morning "". Tune in: http://t.co/i3nBVotRqV #mixlr #live",0
Caching up on some glastonbury highlights from yesterday. Looks amazeing. #jelouse,0
"RT @MuchMusic: RT @xphat: 18,000 people. #WEDAY #MADNESS @freethechildren @jessegiddings @MuchMusic @joejonas @ninadobrev http://t.co/UIYNQâ¦",0
"Oops, teh wheels have just come off #thestones #glaston #2000ightyearsfromtune",1
RT @WolvesBig: I haven''t seen a baggies flag at glastonbury yet. Then again there fan base is SMALLER than ours #wwfc #wba #Glastonbury #biâ¦,0
"it seems like there''s no live broadcast!!!!!!! #pff #whyMick. See u in a hour on BBC Two. In a meanwhile, other acts: #Glastonbury",0
Everyone raving to Chase & Status at Glasto like it''s proper D''n''B. #mainstreamshite #glasto,1
Noone else loving how alex from tdcc looks sunburnt at glastonbury? #trueginger #lovehim,0
Cannot believe that the young on twitter do not know who Mark Radcliffe is? #showsomerespect #Glastonbury,0
@professorgreen get some sleep then! Lol saw your Glastonbury performance last nite you were fuckin awesome again!! #top man much love xxxxx,0
#Ireland #Banksters arrested after GardaÃ­ seize â¬500k worth of anti-anxiety drugs #Glastonbury (via @thejournal_ie) http://t.co/6AlcXkRGzf,1
#Gemona #friuliveneziagiulia Eccoci pronti per la proiezione (mancano 15 minuti) del concerto rock #rollingstones Exile on Main street ''72!!,1
mardy bum at glastonbury is just perfection #dontlookbackinanger #arcticmonkeys #glasto2013,0
Eugh god jo Wiley #GETOFFMYTV #prefertolookatjaggersscrotumfacethanyours #glastonbury,0
"@mrchrisaddison please #glastonbury or even #pilton, but not #glasto :)",0
RT @arenanfalun: FÃ¶rsta 3 banden slÃ¤ppta! #grannygoesstreet #festival #falun #arenanfalun #norliekkv #lebetre #dorishopp http://t.co/D4M0rqâ¦,0
Ciroc #Prom #Wavey #Madness http://t.co/DHn59CPhe1,1
Press Tent Garden. #glastonbury #BBC #FarmAnimals #glastonburymusicfestival #glastonbury2013 @â¦ http://t.co/DI1KgxX8EW,1
Dynamic and beautiful Indonesian traditional dance #kencanapradipa #music #dance #art #festivalâ¦ http://t.co/qITWMgpHUA,0
I love Being at Home #firenzze #love #tweegram #photooftheday #20likes #amazing #look #instalikeâ¦ http://t.co/re1YEh55uR,0
I so wish i was at glastonbury... Next year?!:) #hopeful,1
Glastonbury may be the music festival though Silverstone is the festival for motorsport #qualifying gets underway  #BritishGP,1
#glastonbury #glastonburytor #festival #weekend http://t.co/47pLL1tCSL,0
RT @BootsUkburnley: Joining in with the #festival fun our charity champion raising money for #macmillan #raffle prizes @Region23connect httâ¦,0
Lions time #lions #HSBCLions,1
To see that big #NFFC flag flying above all the rest at #glastonbury has made my night roll on 3rd August #proud #youreeeeedddddddddsssssss,0
Pike Place Fish Market #first #oldest #starbucks #seattle #fishmarket #amazing @ Pike Place Fish Market http://t.co/0UDQtRVbZB,0
Our own #glastonbury @bbcglasto on the iPad #rum&lemonade #zoot #wishiwastherebutgladimsomewhere http://t.co/cN7TRZTC2n,1
"Heaven RT @Contikimatt: The weekend: #Lions, start of the #Tour, British GP, #Wimbledon, Confed Cup final. Sounds good to me #sportoverload",0
RT @KimSpeer: Ramach5 are at Mom N Dads #jealous #StJoeMIFun #1weektillfamilyfun @PaigeRamach @MatthewRamach8 @RammanElite @jramach #kjramaâ¦,0
Caught a bit of the #Bastille set at #Glastonbury on telly last night and really like their stuff.,0
Wayne Rooney uses his Noodle to get Pots of grub for Glasto http://t.co/k2JlxVbWwE #rooney #glastonbury #potnoodle,1
#nosittingonshoulders should be a #Glastonbury rule,1
Sorry but #rollingstones - #freakshow. #Glastonbury2013Live,0
Oi. :) #saopaulo #club #party #fashion #nightout #bar #drinks #goodtimes #me #selfie #brasil #brazil http://t.co/RE8QWBOiYP,0
I saw the Rolling Stones live 30 years ago this must be a tribute band at #Glastonbury #underwhelmingthirdacts,1
I wish the Glastonbury festival would move to the summer holidays so teachers can go #turningitoff #depressing,1
"What''s this guy all about, Maverick Sabre? More covers and odd ''street'' dialect #bbcglasto #Glastonbury #soboredofwonderwall",0
That Glastonbury looks boring la #NotForMe,0
He''s wearing a beige suit. That''s fitting. They are bloody BEIGE. #TDCC #glastonbury #beige #sixthformgeographystudents #punkisdead,0
RT @ana_namur: Hawaiian beliebers! (;  #hawaiian #festival #cancun #hawaii #friends #instagood #instamoments #greenâ¦ http://t.co/uBYI9cZpmB,0
I should be a chef #cookiesandcream #cheesecake #whitechoc #rich #love #amazingâ¦ http://t.co/5UBWzOtmrw,0
"#Stazione #centrale #milano a che  #centro #commerciale ^,* #SoloAMilano #wow #coffie #pit #stop #burger #king",0
No nos quedÃ³ de otra jejeje RT @JanselG9: #BarbarellaOnline #Barbarella2013 #Amazing @PAVevents @CervPresidente,0
Watching Chase And Status on the telly at Glastonbury makes me want to see them again so much.. #chaseandstatus #wassogood,0
#rioja #marquesriscal #marquesriscal60 #1960 #vi #wine #vino #luxury #lujo #festival #gourmetâ¦ http://t.co/6xFzexD8jK,1
i am anticipating an on-stage stroke or two @GlastoFest #rollingstones #theyreabitshit,0
"Good of #bbcglasto to record Rudimental''s set from the other side of the tent, in a bucket, through six pairs of socks #muffled",0
"Also, I can confirm that Alexander Armstrong is wearing fluorescent face paint. But Dermot O''Leary isn''t. #StopPress #Glastonbury",0
â@AngryBritain: Black is so slimming isn''t it? â¦ #Glastoâ #iwantthatdiet,1
Getting in the mood for tonight. #TheRollingStones #BeggarsBanquet #NowPlaying #Glastonbury http://t.co/2jrNpBAfZA,0
@1042mstrifm #sundaymorning #nowplaying : Sugar Ray - Every Morning.,0
Shenanigans on Hollywood #crazypeople #NOjudgement #LAlivin #summernights #goodtimes snakegod #snakegod http://t.co/8r3uSsC8qB,0
Sofa day today..Austarlia v The Lions followed by Derbyshire at Leicestershire in the T20 looking to make it two from two #lions #falcons,1
@benhowardmusic at #glasto #Awesome #Jelaous  #DancingLittleNieceInLivingroom,0
"âªLeah McFall and http://t.co/WvZYVddD2x - Bang Bangâ«

#TheVoice #UK #Series2 #TeamWill #Final #SecondSong #Duet #RunnerUp",1
RT @GloriaRepp: Like moon photos? Enjoy this great photography--http://t.co/NMUDBhbudJ Most recent #supermoon #nature #photos #ArtKNB,0
one Eye on #Wimbledon track one Eye on #Silverston court Ha ha!,1
: Rudimental #bbcglasto #boooom,0
My ideal Stones set would be Keith coming on stage and just talking for an hour or two. #hehhehhehheheh #cat #glastonbury,0
Watch the 10 best performances from Friday at Glastonbury #bbcglasto Â»MISSING_ARG_URIÂ« #folback,0
Tom Odell is an anagram of crap cunt #glasto #trufax,1
#japan #japon #jp #tokyo #tokio #nijon #jaialai #fronton #pelotari #philly #arab #china #mx #mexico #venezuela #vzla #uk #usa #beer #miam...,0
"Tis my own fault tho, staying up till silly o''clock watching #Glasto from the comfort of my massive warm snuggly bed :))) #tiredygirl",0
"@samisapest Samuel, see if you can see this #iamsiegeface #glasto#thestones# hashtag burgervans in the park area.",1
@GlastoFest Ruby getting in a power nap before she gets her moves like jagger on! #rollingstones #daddancing http://t.co/UauzO5sECI,1
"And Beady Eye, Liam fucking Gallagher. #iwasreallyclose #glastonbury2013 #beadyeye http://t.co/dxvLUYn5Nb",1
Watching  Ben Howard play #glastonbury getting #goosepimples anyone want to come see him with me in belfast?? #anytakers,1
Hope the #pwc guys are enjoying #Workday Altitude conference. #WishIWasThere @PwC_UK,0
Rolling Stones op BBC #glastonbury #rocktilludrop #prachtig,1
Watching @ArcticMonkeys on tv at #glastonbury I may cry because they are seriously so perfect @AlexTurnerSays is an absolute beauty #dayum,0
First year that we don''t have festival activities planned :( Defo doing one in 2014 #wireless #vfest #glasto #leeds #girlsweekend :),0
"I really wish my joints would co-operate with my will to lose weight. I''m only 21, must this happen already? Really? #disappointed #kneepain",0
#girls #friends #crazy #fun #dance #epic #goodtimes #awesome #dancing #music #thick #loveherâ¦ http://t.co/Fx5GDoEMiQ,0
Just cooked @millsmackintosh dinner #mexican #nobiggy #glasto #2013,0
RT @TFB_Follows: âà¸ºï¼²ï¼¥ï¼´ï¼·ï¼¥ï¼¥ï¼´â â #TFBJP â #TEAMFAIRYROSE â #MUSIC â #TEAMHITFOLLOW â #IPADGAMES â #FOLLOWNGAIN â #OPENFOLLOW â #ANDROIDGAMES ââ¦,0
and #GlastoBassFace 4... @JizzieMcGuire @HaimTheBand #Glastonbury http://t.co/Aco3mRvEUP,0
#welcome #to #twitter!  #we #all #talk #like #this #because #we #suffer #from #various #mental #disorders!  #SMELL #OUR #CARS #ORIOLES,0
Watching the stones at Glastonbury and the Michael Jackson impersonator I saw at #sensatoriturkey this week was mire entertaining #yawn,0
"I don''t understand what ""indie"" means these days, but here''s what it used to mean. #Glasto #GrandadTweets http://t.co/TQgcSRpqkm",1
All about audio working at extreme height with @gregjames and @gemcairn at #glastonbury #winners http://t.co/z22RneJRYf,0
@Carly_0404 YES!!! I''ve always wanted to go #tent #muddy #wellies #glastonbury,0
#Kodaline at #HardRock Calling. #Festival #London #Music http://t.co/m9lZoJyAvi,0
How many epileptics did Arctic Monkeys see off at Glastonbury last night ! #excessivestrobe #strobe''athon,0
The truth #repost #nba #legends #larrybird #magicjohnson #michaeljordan #kobebryant #lebronjamesâ¦ http://t.co/d2BqNnBKYH,1
@JoMousley80 not heard anything by em not sure wot they play lol #Glastonbury #ChaseAndState x,1
Was Adam Jones sniffing poppers there? #LIONS #lions2013 #Lionslive,1
What on earth is the point in shelling out truckloads to go to #Glastonbury when you can watch it all on telly for free #thefools,1
@NickGiddy I thought we might cycle down to #glastonbury next year? #departinMay,0
wish I didnt give my whole day to last night #salty #lolzmisseddmbtailgate #waaaahbandsamakeherdance #shit #tits,0
#nowplaying Lipps Inc - Funky Town on http://t.co/KiuuKgCOAg. #escuchando #funk #discomusic #musicadisco #retro,0
"Dealers keep dealing, whore''s keep whoring! Yeah yeah yeah #glastonbury #magic #rollonjuly JA X",0
@mjb_88 is this you? #glasto #front #arctic think it was when u just took ur selfie! Haha enjoy http://t.co/DK8HLnDG5i,0
Even my parents are watching example at #glastonbury #bounce #immissingout,1
Makarova vs. Kvitova!! Killer match! #espn #wimbledon,1
Photo: #summersonic #music #summer #festival #ãµãã½ã #ã½ããã¯ããã¢ #Perfume #Petshopboys #å¤ãã§ã¹ http://t.co/ht3UOLPGAI,0
"RT @BannerCross: It''s back!
The Banner Cross Family Festival. Saturday 13th July.
#sheffieldissuper #bannercross #festival http://t.co/lRfcâ¦",0
"@leahclimb You will like this. I think every one knows how much you love this track! #GetLucky 

http://t.co/tyeP4WWR9G
#MarmotAdventures",0
COMING SOON!!! @FABBOSSMTL @tongueinc #LeCing #FabBoss #Montreal #Nightlife #Dj #Hosts #DreamTeam #Party #Legends http://t.co/EXiC6UnNCi,0
"RT @mitchell89oasis: #Lesson to the kids. 
#Lesson for xfactor adorers
#Lesson for the moronicmasses
#Lesson for radio 1 listeners
#StonesGâ¦",1
#Ð·ÐµÐ»ÐµÐ½ÑÐ¹ #photopro #prophoto #phohotoofday #festival #following http://t.co/oFpMgZ8SlX,0
Ny film om festivaldÃ¶den âKÃ¶p inte biljett utan kreditkortâ #festival #musik #konsert #peaceandlove,0
